sentence,Label
telecomworldwire7 april 2006tj group plc sells stake morning digital design oy finnish company tj group plc said friday 7 april signed agreement selling shares morning digital design oy edita oyj,1
718430 new series shares become subject trading helsinki stock exchange main list together old series shares july 3 2006,1
fuel purchase contracts signed three months delivery september november,1
tiimari operates 194 stores six countries including core finnish market generated turnover 765 mln eur 2005,1
agreement biohit becomes focus supplier pipettors disposable pipettor tips vwr customers throughout europe,1
combination services enabling us offer complex strengthened service chain limited baltic port connections also getting access world wide grimaldi network mediterranean africa north america says uwe bakosch,1
blindspots coming 1 vantage point allows investigators see whole story high resolution unbroken video,1
company still expects turnover 2010 slightly increase level 2009 adding market predictability still poor trustworthy forecasts market development contract manufacturing business current year,1
acquisition considerably increase kemira sales market position russian metal industry coatings market,1
januaryseptember 2007 finnlines net sales rose eur 5054 mn eur 4735 mn corresponding period 2006,1
adjusted changes group structure division net sales increased 17,1
change optimize operational efficiencies growing business said julia prohaska director marketing communications fiskars,1
would invest physical infrastructure would also provide knowhow managing developing science technology parks said sunrise valley director andrius bagdonas,1
4 february 2011 finnish broadband data communication systems provider teleste oyj hel tlt1v saw net profit jump eur2 1 last quarter 2010 eur995 000 period 2009,1
finnish aktia group operating profit rose eur 175 mn first quarter 2010 eur 82 mn first quarter 2009,1
finnish bank land consolidated net operating profit increased eur 48 mn first quarter 2005 eur 64 mn first quarter 2006,1
finnish financial group aktia reports operating profit eur 444 mn januaryseptember 2009 eur 373 mn corresponding period 2008,1
finnish high technology provider vaahto group reports net sales eur 418 mn accounting period september 2007 february 2008 increase 112 year earlier,1
net sales finnish food industry company lnnen tehtaat continuing operations increased 13 2008 eur 3491 mn eur 3096 mn 2007,1
individual promotion also generated slightly higherthanexpected revenues,1
biohit already services many current genesis customers customer base expected expand result agreement,1
operating profit turnover threemonth period increased respectively eur0 9 eur8 3 compared corresponding period 2005,1
circulation revenue increased 5 finland 4 sweden 2008,1
clothing chain seppl net sales increased 70 eur 308 mn,1
construction volumes meanwhile grow rate 1015 percent annually,1
finnish swedish construction markets still experiencing estimated 4 annual growth 2008,1
however biohit estimates total net sales continue grow 2009 favourable trends net sales lead profit 2009,1
2009 fiskars cash flow operating activities amounted eur121m eur97m previous year,1
lithuania operating profit rose eur 190000 eur 70000 corresponding period 2005,1
fourth quarter 2008 net sales increased 2 eur 10507 mn eur 10270 mn fourth quarter 2007,1
international sales rose 598 eur 12444 mn,1
kalmar espana generated net sales 113 mln euro 148 mln 2005,1
net sales grew period x20ac 402 million 585us million x20ac 401 million 2006,1
net sales increased eur655m april june 2010 eur438m year earlier,1
net sales rose 255 yearonyear eur59 6 number chargers delivered went 41 659 million pieces,1
net sales totaled eur 936 mn eur 932 mn corresponding period 2005,1
nokia also noted average selling price handsets declined period though mobile phone profit margin rose 22 percent 13 percent yearago quarter,1
operating profit increased 1451 eur 83 mn eur 34 mn,1
operating profit margin increased 112 117,1
operating profit rose eur 311 mn eur 122 mn corresponding period 2009,1
operating profit rose eur 5mn eur 28 mn fourth quarter 2008,1
operating profit eur 245 mn eur 230 mn,1
ramirent net sales second quarterended june 30 euro 1287 million us 163 million 33percent increase compared euro 1246 million thesecond quarter last year,1
revenue grew 2 percent x20ac 580 million 743 million x20ac 569 million,1
ruukki announced signed agreement aker solutions norway supply 24 suction anchors september 2010 kalajoki unit finland,1
ruukki delivery volumes selling prices showed favourable development company comparable net sales grew 50 yearonyear eur647m ceo sakari tamminen said,1
sanoma magazines net sales estimated grow 2006,1
bank forecasts finland gdp grow 2 2010 2011,1
circuit overall production rate weekly basis excess average 40000 tonnes per day volumes excess 50000 tonnes per day reached individual days,1
company consolidated operating profit amounted eur 1586 mn eur 414 mn yearonyear,1
department store division reported increase sales 4 per cent,1
fair value company investment properties grew eur 2803 billion end march 2009 eur 2691 million year ago,1
last quarter best quarter 2009 net sales operating margin rose 122,1
major breweries increased domestic beer sales 45 per cent last year 25688 million litres 24592 million litres 2004,1
transaction doubles tecnomens workforse adds fourth net sales,1
operating profit rose 269 eur 1058 834 million,1
purchase cramo become second largest rental services provider latvian market,1
priority 2009 strengthen company balance sheet increase cash flow ceo hannu krook said,1
purchase operations part yit strategy expand offering building system services geographically,1
21 october 2010 finnish fishing tackle company rapala vmc corp hel rap1v said today net profit rose eur18 9 first nine months 2010 eur15 1 period year earlier,1
structures bim building information modeling software tekla modelbased software provider adopted construction management delivery university project abu dhabi,1
according finnish metso minerals value company orders gone eur 19 bn 12 months,1
finnish aldata solution signed contract supply gold system two french retail chains,1
finnish bank land reports operating profit rose eur 213 mn second quarter 2009 eur 61 mn corresponding period 2008,1
finnish financial group aktia operating profit 2009 increased eur 470 mn eur 66 mn 2008,1
finnish forest machinery manufacturer ponsse net sales grew eur 513 mn first quarter 2010 eur 375 mn corresponding period 2009,1
finnish kci konecranes raised net sales growth estimate 2006 25 35,1
finnish okmetic manufactures processes silicon wafers semiconductor sensor industries norwegian solar wafer company norsun signed contract okmetic supply norsun mono silicon crystals use solar cell manufacturing,1
finnish pharmaceuticals company orion net sales rose eur 190mn first quarter 2009 eur 180mn first quarter 2008,1
finnish ponsse signed agreement babcock africa distribution support ponsse forest machines harvester heads information systems south africa,1
south african sappi become largest foreign forest industry company operating finland result acquisition finnish mreal corporation graphic papers business unit,1
according deputy md pekka silvennoinen aim double turnover next three years,1
according hkscan finland plan increase jrvisuomen portti net sales eur 80mn eur 100mn,1
advertising circulation revenues grew 34 04 respectively,1
takeover cramo become second largest rental services provider latvian market,1
significant sales increase 186 russia,1
alma media expects net sales increase forecast previously,1
also lemminkinen profit accounting period went eur 31 mn eur 245 mn year ago,1
end march 2007 group order book eur 396 mn 42 corresponding period 2006,1
time profit company increased 10 h1 reached ls 79000,1
aviation systems maintenance based kansas generated net sales usd 26 million 2008,1
besides increased share meat various sausages offering number new tastes grill products shish kebabs segment paavel said,1
operating profit net sales 12month period increased respectively eur10 5 eur28 8 compared financial year 2004,1
operating profit net sales 12month period increased respectively eur20 8 eur177 7 compared financial year 2004,1
operating profit net sales 12month period increased respectively eur21 5 eur196 1 compared 2005,1
operating profit net sales 12month period increased respectively eur4 7 eur26 7 compared 2004,1
operating profit net sales ninemonth period increased respectively 266 34 compared corresponding period 2006,1
operating profit net sales sixmonth period increased respectively eur13 8 eur143 6 compared corresponding period 2007,1
operating profit net sales sixmonth period increased respectively eur0 4 eur3 2 compared corresponding period 2005,1
operating profit net sales sixmonth period increased respectively eur18 1 eur127 6 compared corresponding period 2006,1
operating profit net sales sixmonth period increased respectively eur7 5 eur655 5 compared corresponding period 2005,1
operating profit net sales threemonth period increased respectively eur15 1 eur131 5 compared corresponding period 2005,1
operating profit net sales threemonth period increased respectively eur16 0 eur139m compared corresponding quarter 2006,1
operating profit sales threemonth period increased respectively eur0 3 eur13 1 compared corresponding period 2005,1
operating profit turnover ninemonth period increased respectively eur2 4 eur43 8 compared corresponding period year ago,1
operating profit turnover sixmonth period increased respectively eur17 6 eur1149 9 compared corresponding period 2007,1
operating profit turnover sixmonth period increased respectively eur0 1 eur29 0 compared corresponding period year ago,1
cargo volume grew 7,1
cargo volume increased approximately 5,1
comparable operating profit totaled eur 854mn eur 730mn 2004,1
digia said consolidated net sales januaryjune 2010 eur67 8 97 period 2009 eur61 9,1
diluted earnings per share eps rose eur 029 eur 005,1
diluted earnings per share eps rose eur 052 versus eur 009,1
diluted earnings per share eps rose eur 105 eur 064,1
diluted earnings per share eps rose eur 368 eur 050,1
diluted eps rose eur3 68 eur0 50,1
ebit margin 14 51,1
editor note grimaldi generated 17 bln euro 2182 bln turnover 2005 ansa reported may 29 2006,1
eps quarter eur0 00 compared eur0 01 third quarter 2008 representing group net sales third quarter eur15 3 28 compared eur14 9 third quarter 2008,1
eps continuing operations came 030 eur 017,1
equity ratio 609 compared 542 third quarter 2007 net sales frozen foods business totaled eur 110 5 third quarter 2006,1
eur928 000 q1 2010 6 may 2010 finnish textile clothing design company marimekko oyj hel mmo1v said today net profit rose eur928 000 first quarter 2010 eur13 000 corresponding period year earlier,1
finlandbased elcoteq se privately held provider electronics manufacturing services communications companies said thursday signed longterm manufacturing supply deal communications equipment company andrew corp,1
finnish cutlery hand tools maker fiskars oyj abp hel fisas said today net profit rose eur 241 million usd 336 third quarter 2010 eur 179 million year earlier,1
finnish department store chain stockmann oyj abp net profit rose 398 mln euro 568 mln first nine months 2007 374 mln euro 534 mln period 2006,1
finnish lifting equipment maker konecranes oyj said july 30 2008 net profit rose 712 mln euro 1111 mln first half 2008 571 mln euro 891 mln period 2007,1
finnish messaging solutions developer tecnomen corporation omx helsinki tem1v said thursday 11 december received expansion order convergent charging solution latin america,1
finnish metal industry solutions supplier outotec oyj net profit rose 504 mln euro 725 mln first nine months 2007 201 mln euro 289 mln period 2006,1
finnish metal products company componenta oyj net profit rose 261 mln euro 359 mln first quarter 2007 53 mln euro 73 mln period 2006,1
finnish office supplies computer accessories dealer belttongroup plc said net profit rose 13 mln euro 17 mln 2006 113 mln euro 15 mln 2005,1
finnish security privacy software solutions developer stonesoft oyj said january 7 2008 preliminary sales stonegate products grew 59 pct yearonyear 36 mln euro 53 mln fourth quarter 2007,1
finnish silicon wafer technology company okmetic oyj omx helsinki okm1v reported thursday 7 august operating profit eur5 3 period januaryjune 2008 eur3 3 corresponding period 2007,1
finnish software developer done solutions oyj said net profit increased 35 mln euro 46 mln 2006 23 mln euro 30 mln 2005,1
first quarter underlying operating profit rose 41 mln eur 33 mln year earlier,1
following acquisition relacom strengthen presence finland serving operators office market mobile fixed networks construction installation maintenance services,1
first nine months 2010 company net profit rose eur41m eur30m corresponding period 2009,1
helsinki afx retail wholesale group kesko reported net sales 6594 mln eur february increase 108 pct yearonyear,1
however net sales 2010 seen grown eur598 3 eur582 3 2009,1
however sales returned growth apriljune 2010 ceo pekka eloholma said,1
ragutis controlled finnish brewery reported 54percent rise beer sales 1044 million litres held 1109percent market share,1
svyturysutenos alus controlled nordic group baltic beverages holding bbh posted 47percent growth beer sales januarymay 4622 million litres,1
2007 contempus generated revenue nok 693 approx,1
addition kone signed twoyear maintenance contract escalators,1
december alone members lithuanian brewers association sold total 203 million liters beer increase 19 percent sales 1992 million liters december 2004,1
januaryseptember 2009 group net interest income increased eur 1124 mn eur 743 mn januaryseptember 2008,1
q1 2010 bank land net interest income increased eur 91 mn eur 97 mn,1
sweden operating profit period review totaled eur 34 mn 308 corresponding period 2005,1
fourth quarter 2009 orion net profit went 338 yearonyear eur33m,1
second quarter 2010 group net profit rose eur 31 million eur 25 million apriljune 2009,1
second quarter 2010 group net profit rose eur3 1 eur2 5 apriljune 2009,1
third quarter net sales increased 12 yearonyear eur 1595 million 6 comparable currency rates growth,1
third quarter net sales increased 12 yearonyear eur159 5 6 comparable currency rates growth,1
incap estimates generate revenue 10 mln euro 132 mln indian operations 2007,1
market share widened 4851 percent 4831 percent year earlier,1
total annual revenue comes 160 mln zloty 569 mln42 3 mln euro,1
kesko agro eesti retailer wholesaler grain agricultural warehousing machinery accessories net sales 81 million euros 2007 increase onetenth preceding year,1
kesko car import retailing business vvauto saw sales grow 171 pct,1
kone net sales rose 14 yearonyear first nine months 2008,1
adp news feb 11 2009 finnish management software solutions provider ixonos oyj hel xns1v said today net profit rose eur 35 million usd 45 2008 eur 31 million 2007,1
adp news feb 12 2009 finnish solutions provider affecto oyj hel afe1v said today net profit rose eur 85 million usd 11m 2008 eur 7 million 2007,1
adp news feb 6 2009 finnish fishing tackle company rapala vmc corp hel rap1v said today net profit rose eur 192 million usd 246 2008 eur 175 million 2007,1
adp news nov 5 2008 finnish electronic measurement products solutions maker vaisala oyj omx vaias said today net profit rose eur 18 million usd 231 first nine months 2008 eur 1,1
adp news oct 29 2008 finnish lifting equipment maker konecranes oyj omx kcr1v said today net profit rose eur 1166 million usd 1491 first nine months 2008 eur 736 million,1
metso expects net sales increase 10 2008 comparable exchange rates,1
mreal generated turnover eur5 6 bn 2006 15500 employees,1
neste oil corp signed longterm procurement contracts honkajoki oy findest protein oy owned finnish food manufacturers supply animal fat biodiesel production neste 200000 bcd porvoo finland refinery,1
net interest income increased 45 eur 314 mn eur 300 mn 2004,1
net interest income eur 1522 mn eur 1010 mn 2008,1
net interest income eur 393 mn eur 327 mn,1
net sales vegetable oil business rose eur 106 mn eur 101 mn,1
nokia multimedia net sales totaled eur 57 bn 45 corresponding period 2005,1
operating income rose eur 6964 mn eur 6003 mn 2009,1
operating profit kauppalehti group rose eur 15 mn eur 13 mn marketplaces eur 13 mn eur 10 mn third quarter 2006,1
operating profit rose eur 194 mn eur 245 mn,1
operating profit rose 221 mln eur 199 mln,1
operating profit rose eur 16 mn eur 11 mn corresponding period 2006,1
operating profit rose eur 1034 mn eur 232 corresponding period 2006,1
operating profit rose eur 135 mn eur 97 mn corresponding period 2006,1
operating profit rose eur 267 mn eur 149 mn corresponding period 2006,1
operating profit rose eur 278 mn eur 175 mn 2008,1
operating profit rose eur 32 mn eur 10 mn corresponding period 2008,1
operating profit rose eur 47 mn eur 36 mn,1
operating profit rose eur 47 mn eur 46 mn,1
operating profit rose eur 92 mn eur 68 mn corresponding period 2007,1
operating profit rose eur2 4 eur1 6 year earlier,1
operating profit surged eur21m eur106 000,1
operating profit totaled eur 377 mn slightly eur 372 mn corresponding period 2006,1
operating profit totaled eur 55 mn eur 07 mn,1
operating profit eur 114 mn eur 75 mn,1
operating profit eur 1397 mn 23 eur 1138 mn,1
order intake grew 40 yearonyear 30 yearonyear respectively eur 576 million eur 17 billion respective januaryseptember julyseptember 2010 periods,1
orders received grew 55 yearonyear eur732m,1
orion pharma operating profit increased 425 2004,1
passenger volumes rose 84 accounting period,1
passengerrelated revenue rose 51 eur 4608 mn eur 4385 mn 2009,1
press release 9 october 2009 ruukki signed contract deliver install steel structures bridge kyronsalmi strait savonlinna finland,1
pretax profit rose eur 06 mn eur 04 mn corresponding period 2005,1
pretax profit rose eur 1019 mn eur 1007 corresponding period 2005,1
pretax profit rose eur 178 mn eur 149 mn 2005,1
pretax profit totaled eur 3974 mn eur 1647 mn,1
previously company guided ebit sales growth 20 pct 10 pct respectively year,1
previously company estimated operating profit reach level 2005,1
profit period totaled eur 394 mn eur 339 mn corresponding period 2006,1
profit period eur 59 mn eur 13 mn,1
profit period eur 98 mn eur 60 mn 2004,1
revenue grew 12 percent x20ac 36 billion us 45 billion,1
revenue july september grew 14 percent euro 467 million year earlier company said thursday,1
revenues time grew 14 percent 43 million euros,1
ruukki signed contract deliver install steel structures bridge kyronsalmi strait savonlinna finland,1
sales latin america increased 42 eur 432mn total 87 mn mobile devices sold area representing increase 32 corresponding period 2009,1
sales clothing developed best,1
sanoma magazines finland net sales grew eur 1401 mn eur 1318 mn,1
satama net profit third quarter 2007 rose 275000 euro 395000 270000 euro 388000 period 2006,1
section regional news demand finnair asian traffic measured passenger kilometers 349 august compare last year,1
svyturysutenos alus controlled nordic group baltic beverages holding bbh posted 61 percent growth beer sales januaryseptember 10199 million liters,1
would increase estimated sales 117 million last year,1
agreement expands tekla structures scope use bridge design,1
aim increase sales least one fifth 2006,1
chain posted sales 298 million euros full 2005 rise 195 percent yearonyear,1
company expects net sales 2008 increase 510 2007,1
company expects net sales first half 2008 reach previous year level,1
company process building new fleet placed orders 10 pmax tankers 65200 dwt,1
company operating income ebit totalled eur 00 mn eur 03 mn yearonyear,1
eps outlook increased 56 pct 2007 70 pct 2008,1
fair value investment properties totaled eur 25349 mn eur 24551 mn 2006,1
finnish government announced wednesday sold 32 percent stake chemicals fertilizer group kemira oyj x20ac 6556 million 890us million sending company share price 6 percent,1
firm generated sales 187 mln eur 2005,1
german company also signed code share agreement another oneworld member american airlines inc part usbased amr corp nyse amr,1
helsinkibased company also owns salomon atomic suunto brands said net profit rose 15 percent three months dec 31 x20ac 47 million 61us million x20ac 408 million year earlier,1
increase capital stock registered finnish trade register 20 november 2006,1
operating profit grain trading increased eur 20 mn eur 14 mn 2005,1
stock rose second day wednesday bringing twoday rise gbx12 0 20,1
stock rose third day tuesday bringing threeday rise gbx10 50 18,1
transaction line aspo strategy expand baltic sea region eastern markets,1
transactions would increase earnings per share first quarter eur0 28,1
recovery base metals prices increased demand metals china however,1
new representation extends comptel global presence total 18 countries serving 250 customers 80 countries worldwide,1
tietoenator uses nokia intellisync mobile suite wireless email calendar device management capabilities company extend services customers,1
total operating revenue grew 276 yearonyear eur61m,1
vacon cash flow operations grew eur 371 mn eur 219 mn year ago,1
vacon supply drives ruselprom power range 200 kw 2 mw,1
also strengthen existing partnership cybercom says teleste cto esko myllyla,1
via satlan acquisition teleste plans expand market presence video services partner cable operators broadcasters iptv service providers,1
acquisition company expand offering north central south america said,1
extension new contract eight engines plant produce 100 mw said,1
yit says acquisition part strategy expansion central eastern european markets,1
basware product sales grew strongly financial period 24 percent,1
second quarter 2010 firstquarter growth net sales since third quarter of2008 said magnus rosen ramirent ceo,1
transaction strengthens position design branded goods said fiskars president ceo heikki allonen pointing two groups relatively overlapping operations,1
1 february 2011 finnish textile clothing company marimekko oyj hel mmo1v said today preliminary operating profit grew eur8 2 2010 eur6 3 2009,1
finnish componenta published new longterm strategy period 20112015 aim growing together customers,1
finnish larox signed contract talvivaara project delivery filters talvivaara nickel mine sotkamo finland,1
affecto expects net sales whole 2010 increase 2009 level reached eur 103 million,1
cash flow operations rose eur 527 mn eur 156 mn 2007,1
commission income rose 257 eur 161 mn eur 128 mn 2004,1
componenta objective agreement increase business existing production lines,1
earnings per share januaryjune 2010 eur0 30 increase 20 yearonyear eur0 25,1
earnings per share eps rose eur 011 eur 003,1
elisa said mobile subscriptions grew 7 percent 2007 mainly customers adopting socalled third generation mobile technology,1
eps quarter came 036 eur 033 eur year ago ahead forecast 033 eur,1
eps grew 004 eur 002 eur,1
exports grew 165 percent 191 million liters,1
finnish investment group panostaja oyj said net profit went 86 mln euro 114 mln fiscal 200506 ended october 31 2006 28 mln euro 37 mln period fiscal 200405,1
finnish metal components supplier componenta oyj said net profit went 35 mln euro 45 mln 2006 22 mln euro 28 mln 2005,1
finnish silicon wafer technology company okmetic oyj omx helsinki okm1v reported thursday 30 october operating profit eur7 4 januaryseptember 2008 eur6 1 corresponding period 2007,1
fiskars brands report net sales eur 1458 mn eur 1384 mn,1
geosentric oyj geosolutions business unit gypsii mobile digital lifestyle application geomobility social networking platform signed agreement nanjing mynet make gypsii mobile social networking platform available customers china mobile,1
helsinki afx outokumpu technology said signed 35 mln eur agreement mongolia erdenet mining corporation engineering first hydrocopper plant built erdenet mine site,1
however proportion paid standing orders grew 2009,1
addition demand finland export lining stone products also increased,1
januaryseptember 2007 group net sales continuing operations rose eur 2131 mn eur 1726 mn corresponding period 2006,1
julyseptember 2008 yit net sales increased eur 9708 mn compared eur 9068 mn corresponding period 2007,1
reporting period net sales rose 8 yearonyear eur64 3 due business acquisitions realized first half 200809 effect eur10 9 review period,1
reporting period company operating profit grew 432 eur 6 million,1
last year net sales rose eur 683 million eur 622 million,1
last year company raised turnover approximately 7 million litas eur 2 mln 61 million litas 2004,1
adp news nov 18 2008 finnish ac drives manufacturer vacon oyj omx vac1v said today set new representative offices romania ukraine serve growing markets eastern southeastern europe,1
marimekko group fullyear net sales estimated increase 10,1
net sales surged 30 eur 36 million,1
net sales went 1 yearonyear eur 29 million affected business acquisitions realized previous financial period effect eur 51 million review period,1
nevertheless market share rose 4914 percent 4851 percent year earlier,1
nokia world largest mobile phone manufacturer china postel china largest mobile phone distributor longstanding partnership continues grow stronger time,1
octoberdecember sales 302 mln eur 253 pct increase year year,1
olvi controls 94 percent stake ragutis le coq said annual report published earlier year lithuanian brewery sales reached 1504 million euros last year rise 204 percent 1249 million euros 2004,1
olvi expects sales market share increase first quarter 2010,1
olvi target strengthen market share soft drinks mineral waters ciders long drinks energy drinks,1
operating profit increased eur 140 mn eur 49 mn corresponding period 2005,1
operating profit asian plants grew markedly,1
operating profit totaled eur 825mn eur 763mn 2004,1
operating profit totalled eur 830 mn eur 235 mn yearonyear,1
production capacity increase 36 000 85 000 tonnes per year raw material continue recycled paper board,1
profit period increased eur 29 mn eur 105 mn,1
profit per share eur 103 eur 087,1
return capital employed rose 48 percentage points 196,1
revenue july september grew 21 percent euro 23 billion finnish company said thursday,1
revenue grew 1 percent euro742 2 million us 964 million euro735 million,1
ruukki order book end 2010 30 yearonyear 10 quarteronquarter,1
ruukki signed contract norwegian company veidekke entreprenor,1
sales finland rose 39 international growth 07,1
sales security system packaging increased slightly,1
